"LOCATION","INCOME_CLASS","RATE_NEO_2017","RATE_U5_2017","RATE_NEO_U5_2017","RATE_NEO_2016","RATE_U5_2016","RATE_NEO_U5_2016","DELTA_RATE_NEO","DELTA_RATE_U5","DELTA_RATE_NEO_U5","FERTILITY_RATE_LAGGED","PLUS_65_YEARS_LAGGED","GDP_PPP_LAGGED1","PROP_PUBLIC_HEALTH_EXP_LAGGED2","PUBLIC_EXP_LAGGED2","TAX_PPP_LAGGED3","OOP_PPP_LAGGED4","GINI_LAGGED","POVERTY_GAP_LAGGED","INFLATION_LAGGED","UNEMPLOYMENT_LAGGED","BASIC_SANITATION_LAGGED","BASIC_WATER_LAGGED","UNEMPLOYMENT_FEM_LAGGED","SCHOOL_FEM_LAGGED","WOMEN_PARLIAMENT_LAGGED","SCHOOL_LIFE_EXP_LAGGED","OUT_OF_SCHOOL_LAGGED","CONTROL_CORRUPTION_LAGGED","GOV_EFFECTIVENESS_LAGGED","POLITICAL_STABILITY_LAGGED","REGULATORY_QUALITY_LAGGED","RULE_OF_LAW_LAGGED","UNDERNOURISHMENT_LAGGED","DOCTORS_LAGGED","DELIVERY_ASSISTANCE_LAGGED","AIDS_PREVALENCE_LAGGED","MALARIA_INCIDENCE_LAGGED","DPT_LAGGED","HOSPITAL_BEDS_LAGGED","ELECTRICITY_LAGGED","URBAN_RATE_LAGGED","SURFACE","LONG","LAT"
"Sweden","H",1.49395749196648,2.74089127711939,1.24693378515291,1.61802570085204,2.95425587056111,1.33623016970906,-0.124068208885569,-0.213364593441723,-0.0892963845561543,1.935,0.182889716249037,44124.3334463538,0.179825574651991,21870.0653427969,728.715131714722,551.315564986144,21.6,0.35,0.331763741389122,8.48049974441528,99.3100839944101,99.9999999946477,8.26599979400635,5.898205,45.7,5.92642,8.548635,2.274587,2.004213,1.09417,1.658656,1.960531,2.5,3.87755,98.5,0.1,0.07,98,2.75,100,84.979,450300,16.596265846848,62.8114849680803
"Switzerland","H",2.54506336165384,3.75230758753087,1.20724422587702,2.67639361304942,3.93728893268737,1.26089531963795,-0.131330251395571,-0.184981345156496,-0.0536510937609265,1.475,0.166327942868486,65102.8547332106,0.213557886894462,21061.2685233362,863.450093294872,1670.05274791565,25.5,0,0.103882757372769,4.46150016784668,99.8943673552627,100.000000769758,4.85400009155274,6.56834,29,6.689575,1.03026,2.072074,1.876344,1.258594,1.623263,1.753789,2.5,3.8053,98.55,0.2,2.3,95,5.05,100,73.594,41290,8.11830061338549,46.7917376836676
"Tanzania","L",23.4712781449478,59.1246508579334,35.6533727129855,24.1795628806881,61.6186885418374,37.4391256611492,-0.708284735740289,-2.494037683904,-1.78575294816371,5.375,0.0321008682375955,2396.12102637958,0.176512629377601,419.710862387923,204.096286168782,31.427524721878,36.9,38.2,9.17119191538641,2.76750004291535,18.5444008934874,42.9143864410922,3.14950001239777,1.62589,30.7,1.83813,32.391925,-0.5352294,-0.5974768,0.0144716,-0.4232683,-0.4829742,34.55,0.008,48.9,5.05,142,88,0.7,13,27.7765,947300,34.752989854756,-6.25773242850609
"Thailand","UM",4.57855752267892,9.46866582209545,4.89010829941653,4.76245531615935,9.97835946111987,5.21590414496051,-0.183897793480437,-0.50969363902442,-0.325795845543984,1.49,0.0846798756575835,11029.9533582156,0.145302184489949,1973.17921623375,388.403238503808,45.6973331229492,30.65,0,1.20093616606027,0.830500006675723,95.625587024373,97.5734191210008,0.776999980211258,5.087565,13.3,4.90912,3.57865,-0.3338629,0.1877606,-1.442788,0.1737148,-0.21744485,9.5,0.3646,99.4,1.5,2.55,99,2.1,99.33,43.1995,513120,101.006133546261,15.0169749914165
"Timor-Leste","LM",14.1889233134201,31.275303311112,17.0863799976918,14.7001281200937,32.7519601356938,18.0518320156001,-0.511204806673605,-1.47665682458184,-0.965452017908234,4.895,0.0448687022966185,4914.77068630929,0.0584388815891323,2273.38638643121,3739.62467596754,15.3104598241506,34.3,9,3.71782899416514,3.24050009250641,45.2919046777219,62.816828712836,4.21150016784668,4.040835,29.2,4.132055,32.391925,-0.7594984,-1.224438,-0.4675145,-1.105252,-1.1766015,29.85,0.0615,29.3,1.9,550.12,72,5.9,40.9223690032959,27.5605,14870,125.966300273684,-8.767760362467
"Togo","L",23.4893842248499,62.8505292597763,39.3611450349264,24.5163011359661,67.3631745314113,42.8468733954452,-1.02691691111622,-4.51264527163497,-3.48572836051876,4.72,0.026061354171731,1177.87291507468,0.0896361928452152,298.649890889571,9.10502135572642,33.9886828134732,39.3,7,2.57977554733335,1.91150003671646,13.0979131501214,56.7376547681484,1.57699996232986,1.78092,11.1,1.83813,36.9759,-0.9596605,-1.389187,-0.1793484,-0.8803849,-0.9023064,21.5,0.2022,43.9,2.9,363.98,80.5,0.9,32.264733994367,37.2955,56790,0.996403943670358,8.43954195466962
"Trinidad and Tobago","H",11.3883697120231,18.3828744130976,6.99450470107441,11.3950429778323,18.3724642912899,6.97742131345763,-0.00667326580912331,0.0104101218076593,0.01708338761678,1.685,0.0846741846450507,37891.2656747725,0.0769598574299143,12284.703701085,4569.93879052887,833.205510528487,34.2,0.05,8.76364378525708,3.71150004863739,92.4828902610332,96.0923901085887,4.24699997901917,5.193425,27.7,5.539895,3.57865,-0.1738511,0.266488,-0.0508232,0.519767,-0.17387535,9.85,1.65795,98.9,0.7,0.49,90,2.35,99.1491813659668,54.119,5130,-61.3303669144497,10.4282370892019
"Turkey","UM",8.09113906148936,15.2468325709744,7.15569350948503,9.12459561018573,17.0906165793101,7.96602096912438,-1.03345654869637,-1.84378400833572,-0.810327459639355,2.195,0.0739661954284222,15014.0901618468,0.101076580933125,4615.6562788968,670.699209480295,82.4988747997099,29.25,0.1,7.40871041821801,11.6059999465942,91.7217466217639,97.8032685287905,11.996000289917,5.47781,9.1,5.742485,2.453385,0.0292634,0.2949708,-0.9152855,0.2986633,0.1077717,2.5,1.68495,95,0.1,0,96.5,2.5,99.6553726196289,70.533,785350,35.1169001509384,39.0683719406147
"Ukraine","LM",4.52992275887123,9.46988606087393,4.93996330200269,4.75541295747361,9.98386931467233,5.22845635719872,-0.225490198602373,-0.513983253798404,-0.288493055196031,1.425,0.152462403584162,3150.18748248383,0.0725859102415882,1729.10924981355,95.0376161473541,82.1771345908828,21.1,0,12.6270617551187,8.47000026702881,95.601660308849,95.3005038181234,7.0569999217987,6.512295,8,6.57697,5.08666,-1.027054,-0.784709,0.0131317,-0.5159054,-0.78321015,2.5,3.483,99.9,0.9,0.78,61.5,9.4,99.9087791442871,68.549,603550,31.2291220702665,49.1488226084035
"United Kingdom","H",2.68965457999429,4.49426119478852,1.80460661479423,2.67899418345816,4.48274588024086,1.80375169678269,0.0106603965361201,0.0115153145476574,0.000854918011537587,1.895,0.16067743745053,37970.4051445545,0.179244149646593,15845.7154121108,-6.03862958496029,263.02320646748,26.6,0.1,2.22719323013586,7.66200017929077,99.1189585493076,100.000000007184,6.64450001716614,7.12981,20.75,7.10347,0.052185,1.604827,1.568379,0.4118182,1.732978,1.751544,2.5,2.6724,99.8,0.1,1,93.5,3.15,100,81.1665,243610,-2.85313539518056,53.9147734805371
"United States","H",3.78216947300657,6.63017888298571,2.84800940997914,3.91637366222513,6.88430380673458,2.96793014450945,-0.134204189218563,-0.254124923748869,-0.119920734530305,1.935,0.12807872594111,51387.1878039841,0.279441002104846,18591.5227435568,2494.78857385998,875.87549132491,29.4,0.9,0.64224858804507,9.44350004196167,99.9685618062252,99.2308832674447,8.33500003814698,5.727775,16.8,5.6854,0.39789,1.271479,1.557596,0.4384039,1.446141,1.6182965,2.5,2.43015,99.25,0.4,0.08,95,3.05,100,80.689,9831510,-112.599435911504,45.7056280021519
"Uruguay","H",4.94142327156865,8.96306366255824,4.02164039098959,5.06034922807275,9.14420128283665,4.0838520547639,-0.118925956504093,-0.181137620278408,-0.0622116637743142,1.96,0.137516353276072,9057.2685709658,0.184674571462788,2721.89410118371,522.057317779119,122.300489057195,34.2,0.05,6.88046380683353,7.44899988174438,95.089302250814,98.2946893814625,9.96549987792969,6.189685,14.65,5.7813,7.94578,1.279333,0.6269566,0.824986,0.394081,0.72833485,2.6,3.736,99.75,0.45,3.22,95,1.2,98.9100914001465,94.3115,176220,-56.0032786665485,-32.7809043652308
"Vanuatu","LM",13.8244388068959,28.3781491282282,14.5537103213323,14.0212743675175,28.9332648244257,14.9119904569083,-0.196835560621517,-0.5551156961975,-0.358280135575985,4.08,0.0358293507951407,2281.040874784,0.139724964255332,480.371622925663,184.93904794644,6.21347605238178,29.4,3.2,3.52988021216354,5.54800009727478,49.731397878749,86.1286846792483,6.28849983215332,4.20267,3.8,4.26771,11.322835,0.2922294,-0.2723125,1.27523,-0.7501566,0.3307392,5.85,0.116,83.15,1.35,66.42,76,2.2,35.0947401064751,24.374,12190,167.073751268227,-15.5426770575549
"Zambia","LM",21.2985809251289,58.3078618529465,37.0092809278175,21.6482905272464,59.3804836685125,37.7321931412661,-0.349709602117453,-1.072621815566,-0.722912213448552,5.37,0.0240171111004194,2318.22439818971,0.14536255222232,528.291415006154,225.99071341872,18.9824999074494,45.2,31.6,10.9485079831211,11.9064998626709,25.2606090924119,55.5108644187139,11.5590000152588,0.70069,14,2.49283,61.75434,-0.5060785,-0.8508871,0.5153514,-0.4962905,-0.48289125,50.75,0.05995,28.1,13.05,156.63,88.5,2,22.6178245544434,39.108,752610,27.7275919187606,-13.3950675535242
