"LOCATION","INCOME_CLASS","MEAN_RATE_NEO","MEAN_RATE_NEO_U5","FERTILITY_RATE_LAGGED","PLUS_65_YEARS_LAGGED","GDP_PPP_LAGGED1","TAX_PPP_LAGGED2","PUBLIC_EXP_LAGGED2","PROP_PUBLIC_HEALTH_EXP_LAGGED2","OOP_PPP_LAGGED3","GINI_LAGGED","POVERTY_GAP_LAGGED","INFLATION_LAGGED","UNEMPLOYMENT_LAGGED","BASIC_SANITATION_LAGGED","BASIC_WATER_LAGGED","UNEMPLOYMENT_FEM_LAGGED","SCHOOL_FEM_LAGGED","WOMEN_PARLIAMENT_LAGGED","SCHOOL_LIFE_EXP_LAGGED","OUT_OF_SCHOOL_LAGGED","CONTROL_CORRUPTION_LAGGED","GOV_EFFECTIVENESS_LAGGED","POLITICAL_STABILITY_LAGGED","REGULATORY_QUALITY_LAGGED","RULE_OF_LAW_LAGGED","UNDERNOURISHMENT_LAGGED","DOCTORS_LAGGED","DELIVERY_ASSISTANCE_LAGGED","AIDS_PREVALENCE_LAGGED","MALARIA_INCIDENCE_LAGGED","DPT_LAGGED","HOSPITAL_BEDS_LAGGED","ELECTRICITY_LAGGED","URBAN_RATE_LAGGED","SURFACE","pop","POP_DENS","LONG","LAT","PRED_NEO","IC_05_NEO","IC_95_NEO","PRED_NEO_U5","IC_05_NEO_U5","IC_95_NEO_U5","IMPACT_NEO","IMPACT_NEO_U5","HEALTH","NON_HEALTH","EFI","TARG_HEALTH","TARG_NON_HEALTH","TARG_IMPACT_NEO","TARG_IMPACT_NEO_U5","TARG_PROP"
"Niger","L",22.8990256807966,76.3754415113811,7.38,0.0224522637215659,709.37984571912,0,199.486199242861,0.0841330795763835,22.5864956447487,26.4,13.9,1.40051601379169,0.384333322445551,11.0204167248209,45.5243968361335,0.296999995907148,0.79444,13.3,1.00391666666667,78.747095,-0.6475147,-0.654830833333333,-1.0622935,-0.5476095,-0.506805666666667,10.9333333333333,0.019,29.3,0.4,429.273333333333,72,1.9,13.8060821533203,16.2163333333333,1267000,17041502.865671,13.4502785048706,9.32442709985792,17.3455528147455,-0.0000510030975961605,-0.0000510312363863112,-0.0000509749588060098,-0.0000395938416146603,-0.0000396373306819275,-0.0000395503525473931,0.0000510030975961605,0.0000395938416146603,16.7833882752899,182.702810967571,0.21045,12.5811002963513,182.702810967426,0.000123956528505168,0.000280048682772554,0.0644246636342588
"Nigeria","LM",35.102240280343,68.5152409062731,5.44333333333333,0.0277412171480411,4041.46492993274,0,506.862759791133,0.0677293421133723,87.3364003017838,32.4,15.4,12.2593370404768,3.72000002861023,34.947820308406,63.1879687655518,3.53033328056335,2.56391333333333,6.83333333333333,2.74573,36.35953,-1.130339,-1.0859299,-2.069884,-0.707025066666667,-1.161939,6.56666666666667,0.1836,47.3,1.6,374.283333333333,48,0.9,52.7233016967773,44.364,923770,171704934.914597,185.874119006459,7.99512775408979,9.54831841820996,-0.000121177548634479,-0.000121366676194509,-0.00012098842107445,-0.00028873072146074,-0.000289371228813858,-0.000288090214107622,0.000121177548634479,0.00028873072146074,34.3294812624217,472.533278528711,1,34.3294812624222,472.533278528718,0.000121177548634481,0.000288730721460744,0.0677293421133723
"Pakistan","LM",36.6617211655383,22.6994177192346,3.85333333333333,0.0333024574998275,2021.7070297565,0,399.634832298096,0.0404609737715141,28.5616435423297,26.3,1.15,11.8267535278446,1.04133331775665,50.6444245060376,89.4862435438315,0.995999991893768,2.20146333333333,22.4,2.57532666666667,53.524585,-1.07553566666667,-0.787230933333333,-2.72099066666667,-0.649336266666667,-0.841604033333333,21.0666666666667,0.8622,47,0.1,9.73333333333333,59.6666666666667,0.6,91.360187886556,35.2023333333333,796100,186276665.330158,233.986515927845,69.4139980631813,29.9734600255474,-0.0000827117778058363,-0.0000828231148719831,-0.0000826004407396894,-0.000145130121611936,-0.000145236583607784,-0.000145023659616089,0.0000827117778058363,0.000145130121611936,16.1696144677967,383.465217830299,0.58265,16.1696144678176,230.525255396232,0.000123497992825503,0.000281481231656034,0.0655449968486512
"Papua New Guinea","LM",18.4333814366989,26.2454847455431,4.42666666666667,0.0233391596355135,4261.28115857934,3238.29188340772,938.680147388173,0.105719086950436,7.92533047426453,36.9,9,4.99721600921268,2.42733335494995,16.5457298930534,37.8644316376004,1.39433328310649,2.03902,1.5,2.38679,50.40315,-1.00163766666667,-0.723442233333333,-0.717854533333333,-0.529067733333333,-0.8503508,10.9333333333333,0.0529,10,0.8,169.583333333333,71,1.3,19.5736287434896,13.0003333333333,462840,7772832.46397083,16.7937785497598,145.317574627822,-6.45164451463034,-0.0000980397874968164,-0.0000982119373007502,-0.0000978676376928825,-0.00024293796183224,-0.000243384838726631,-0.000242491084937849,0.0000980397874968164,0.00024293796183224,99.2364081203783,839.443739267795,0.80532,99.2364081203696,748.276056399652,0.000126722296114112,0.000289320692234225,0.117091384817061
"Philippines","LM",12.0047090346894,14.7805104764247,3.43,0.0420697025749975,4106.74975598674,5084.25317595263,693.52487563552,0.0665404811455296,79.7868838335771,36.3,2.3,3.84507243546935,3.56699999173482,69.8053176601404,90.599932344594,3.7843333085378,4.30577333333333,22.6333333333333,4.585815,38.678575,-0.663489166666667,0.0666838,-1.410394,-0.174089666666667,-0.5289328,13.7,1.275,72.2,0.1,0.593333333333333,84.6666666666667,0.75,85.1766255696615,45.522,300000,97117176.5245849,323.723921748616,122.902672369887,11.7637993622977,-0.0000328873443467685,-0.0000330700028678068,-0.0000327046858257302,-0.0000408887993547942,-0.0000410273151900984,-0.0000407502835194899,0.0000328873443467685,0.0000408887993547942,46.1474789111811,647.377396724339,0.18534,46.1474789111964,556.65665420036,0.000121390560733585,0.000290295645896768,0.076554682319433
"Rwanda","L",18.4341382260597,28.3432805247444,4.68333333333333,0.0264087621338321,1730.55303584133,1071.1769291409,429.342838405182,0.198708868175226,11.6215533442448,39.8,24.9,4.36710042969435,1.08633331457774,59.4642753300911,53.4435389565793,1.07833333810171,2.20501333333333,56.3,2.17022666666667,29.41977,0.423064233333333,-0.0107137666666667,-0.226608966666667,-0.146976333333333,-0.305463166666667,33.1333333333333,0.055,69,3.26666666666667,76.87,97.3333333333333,0.3,12.1899255116781,16.9383333333333,26340,10690194.6386945,405.854010580658,29.9189639222429,-2.01351446583413,-0.0000558716232844949,-0.0000559205524091939,-0.0000558226941597959,-0.0000220779601505641,-0.0000220942140116376,-0.0000220617062894905,0.0000558716232844949,0.0000220779601505641,85.3142294786327,344.028608926549,0.1325,24.6867113564968,344.028608926859,0.000122409689247986,0.000284881290024213,0.0669533105853188
"Senegal","L",20.0617294263276,26.3503704074008,4.91666666666667,0.0350794120399583,2401.94853894766,0,656.747970976786,0.0714090747975725,56.2040323968479,31,12.8,2.01671273546053,10.0716667175293,47.2234364065302,73.3345074670618,13.3739999135335,2.70054333333333,29.3666666666667,2.83090666666667,30.5919,-0.463646766666667,-0.514157333333333,-0.268949733333333,-0.191288333333333,-0.3814509,13.1666666666667,0.059,65.1,0.566666666666667,58.5466666666667,90.6666666666667,1.16666666666667,55.9377288818359,44.188,196710,12847973.2308293,65.3142861615031,-14.5098027858594,14.354139988452,-0.0000452352621327918,-0.0000453118727928399,-0.0000451586514727437,-0.0000850480857303377,-0.0000854127755246391,-0.0000846833959360363,0.0000452352621327918,0.0000850480857303377,46.8977649826353,609.850205994151,0.32781,46.8977649826788,365.858638199217,0.000126010447793753,0.000281966441722068,0.113620926583207
"Sierra Leone","L",34.1630931967963,79.8577981493455,4.82333333333333,0.0316469087689602,545.451186252598,0,113.397289217267,0.305691203931069,40.0692860666955,26.9,16.7,6.85669673042835,3.87966656684875,13.5464322254249,53.2249688063669,3.18033337593079,2.196765,12.8333333333333,2.490925,39.1232366666667,-0.856264533333333,-1.21119933333333,-0.2283452,-0.7159128,-0.8804466,25.3,0.02305,60.8,1.5,448.396666666667,88.6666666666667,0.8,13.6122998532512,39.2486666666667,72300,6551500.18480322,90.6154935657431,-11.7952574285599,8.53035372615305,-0.0000848422976530926,-0.0000849807412203926,-0.0000847038540857926,-0.0000944089544253002,-0.000094818538931289,-0.0000939993699193114,0.0000848422976530926,0.0000944089544253002,34.664553863346,78.732735353921,0.45381,7.60096664300066,78.7327353540035,0.000125475979221078,0.00027644473764282,0.0880417087091251
"Solomon Islands","LM",12.2651267640635,12.8353317076033,4.55,0.0321892416036278,1117.39696843987,3269.40716491157,508.352981126894,0.117169257668195,2.86892468695391,27.4,0.1,4.76873157276732,1.90333334604899,27.851420408829,72.6405251579365,1.72900001207988,3.28294,0.666666666666667,3.47491,78.747095,-0.3496332,-0.875043466666667,0.2793895,-1.091751,-0.571680266666667,11.2666666666667,0.193966666666667,60.8,1.5,129.31,88.6666666666667,1.4,34.6669680277507,20.5086666666667,28900,564096.63658035,19.5189147605657,159.96661544743,-8.85249747084853,-0.0000942541671735667,-0.0000944045026511244,-0.0000941038316960089,-0.000173367176303288,-0.00017361205950051,-0.000173122293106066,0.0000942541671735667,0.000173367176303288,59.5633414320521,448.789639694842,0.67246,58.2479176843156,448.789639695029,0.000126164819146393,0.000283561283722451,0.114878901644631
"South Sudan","L",37.2274464518388,77.561745047639,6.20666666666667,0.0206606927800143,287.352921670163,0,89.7099738484698,0.0266932974000083,3.86801833109149,51.3,10.3,31.1843900404568,12.9273331960042,6.97078267998867,41.0901157814315,14.114333152771,0.39709,26.5,0.60318,49.80835,-1.16478713333333,-1.733564,-1.2934555,-1.572156,-1.407576,25.7333333333333,0.055,19.4,2.4,182.14,62,0.5,3.44367162386576,18.0363333333333,114760,9826747.80261443,41.6105946718626,30.1986175824619,7.29289013351684,-0.0000709479258382586,-0.0000710563630503514,-0.0000708394886261658,-0.000101756185677742,-0.000102163102808978,-0.000101349268546506,0.0000709479258382586,0.000101756185677742,2.39465501168417,87.3153188367856,0.44666,2.39465501168446,46.9528347163979,0.000125258139252408,0.000275982213999852,0.0485263794547533
"Sri Lanka","LM",5.36345948228487,3.25940466345858,2.17,0.0746408238015317,8979.63636844244,8510.66365219392,1448.60762819925,0.0975968338719567,132.306349172679,32.2,0.3,6.82577702044198,4.31000010172526,91.7094517032813,85.9442864330344,6.9723334312439,7.96504666666667,5.63333333333333,7.86444,6.63766333333333,-0.350469166666667,-0.1713234,-0.7949325,-0.1480072,-0.122054666666667,12.9666666666667,0.7262,98.4,0.1,0.06,99,3.55,87.2894651285807,18.211,65610,20697971.5464064,315.469769035306,80.6672357493165,7.7005344172481,-0.0000471483704627942,-0.0000473279080847021,-0.0000469688328408864,-0.000101447134235369,-0.000101672032109715,-0.000101222236361024,0.0000471483704627942,0.000101447134235369,141.379518035011,1307.22811016424,0.35649,141.379518035014,1056.19881332129,0.000127295476850346,0.000295242339588701,0.118054505774914
"Sudan","LM",24.3503845536633,28.021694178914,4.99333333333333,0.0317436786672042,227.758634787936,164.114088002212,28.4359797329488,0.120629008177221,8.47887102427236,42.4333333333333,14.9,22.3009684190386,13.1906668345133,29.5767837892534,53.2791016320799,24.1203327178955,1.94442666666667,24.9333333333333,2.05795666666667,55.09504,-1.28451466666667,-1.380039,-2.48291933333333,-1.38336066666667,-1.27140133333333,23.5,0.28,72.4,0.2,27.5466666666667,91.6666666666667,0.766666666666667,35.9680519104004,33.214,1240190,35032122.518777,3.39854808352261,29.8626040122579,15.9905850031167,-0.000109172399140174,-0.000109358139765723,-0.000108986658514625,-0.000086173483708448,-0.0000864291243225484,-0.0000859178430943475,0.000109172399140174,0.000086173483708448,3.43020403173317,25.0057757012156,1,3.43020403174765,25.0057757013212,0.000109172399140635,0.0000861734837088117,0.120629008177221
"Tajikistan","LM",18.2810231828026,22.2123280658981,3.56,0.0331086083476682,301.966350963984,0,78.5775908703606,0.086171637637928,9.12603354728325,25.4,0,8.22742671465463,11.6363331476847,94.3324636676203,71.9395287985932,10.4913333257039,5.57820666666667,19,5.94980333333333,6.50996,-1.26165266666667,-0.932615666666667,-1.099544,-0.998784033333333,-1.21208866666667,5.33333333333333,1.68933333333333,88.0333333333333,0.2,0.0233333333333333,94.3333333333333,4.9,99.399223836263,26.5286666666667,142550,8009916.98453813,56.1902278817126,71.0344350489611,38.5830814642108,-0.0000850153357045701,-0.0000850867034512573,-0.0000849439679578829,-0.0000623444524026005,-0.000062514229107526,-0.0000621746756976751,0.0000850153357045701,0.0000623444524026005,6.77115968694207,71.8064311834185,0.33845,4.25962624431597,71.8064311834269,0.000125019835650727,0.000276726717805409,0.0559990406806912
"Tanzania","L",23.825420512818,36.5462491870674,5.30666666666667,0.0320560986605781,2396.12102637958,2459.90358494741,414.613210650139,0.176512629377601,28.4537278314676,31,15.4,11.630739759008,3.24833337465922,20.8080518425526,45.6223696621848,3.97466667493184,1.62589,36,1.83813,41.0545366666667,-0.62797,-0.6468366,0.0139308,-0.411594133333333,-0.508826566666667,33.7,0.0191,55.15,4.96666666666667,131.22,91,0.7,14.7666666666667,28.8016666666667,947300,45834812.8128094,48.3846857519364,34.752989854756,-6.25773242850609,-0.0000742690983332829,-0.0000743981072586317,-0.000074140089407934,-0.000060514377801193,-0.0000608160602389545,-0.0000602126953634314,0.0000742690983332829,0.000060514377801193,73.1844679865452,341.428742663594,0.31472,24.4916218532256,341.428742663822,0.000122434617531318,0.000284803409531989,0.0669315627883963
"Togo","L",24.002842680408,41.1040092151858,4.54333333333333,0.026834565024515,1177.87291507468,1986.02425746443,305.076365129366,0.0896361928452152,37.2569484848483,34.5,23.2,2.52888054796891,1.89833335081736,13.6818356450159,58.4269372893874,1.57500000794729,2.58162,11.1,3.85497,50.40315,-0.989949833333333,-1.35664,-0.242801566666667,-0.9074569,-0.9094674,20.1,0.2022,43.9,2.8,355.246666666667,84,0.7,36.6114421290572,38.037,56790,6541198.18964444,115.182218518127,0.996403943670358,8.43954195466962,-0.0000636348190096913,-0.000063714130399557,-0.0000635555076198256,-0.0000579645911221507,-0.0000580822366757517,-0.0000578469455685498,0.0000636348190096913,0.0000579645911221507,27.3458838972531,277.730481232113,0.29351,19.7118136152271,277.730481233063,0.000123045375219399,0.000282895291400762,0.0662710514161447
"Tunisia","LM",6.43093886744215,4.66562574366492,2.07,0.0731134247536016,8899.50419929143,0,2692.73068352728,0.129076252793988,210.135717099788,27,0.4,3.73028412605745,16.3376661936442,86.9932978051065,93.2301979245355,24.0033340454102,6.566295,27,6.38631,2.79935333333333,-0.125091033333333,0.0688727666666667,-0.379678366666667,-0.137074366666667,-0.0666053,4.63333333333333,1.2214,73.6,0.1,3.73666666666667,97.6666666666667,2.1,99.5,66.9376666666667,163610,10902403.8833128,66.6365373957142,9.53471612069584,34.1729390368824,-0.0000582315077237125,-0.0000583777283997857,-0.0000580852870476393,-0.0000377812567974556,-0.0000378594521083779,-0.0000377030614865333,0.0000582315077237125,0.0000377812567974556,347.567586413095,2345.16309711418,0.18645,297.404216630249,2345.1630971136,0.000125919308047954,0.000323566748180899,0.112543667320589
"Uganda","L",23.5985008566923,34.0105668739848,5.88666666666667,0.0225458112726812,1272.44742903575,0,208.068871524818,0.223713862542304,38.8011698734815,32.9,10.8,11.0733134082331,3.60866673787435,18.2626161695565,40.6647785204781,4.30800008773804,1.61068333333333,33.7666666666667,0.60318,39.1232366666667,-0.9421864,-0.536884933333333,-0.9485421,-0.1895016,-0.368934,31.6,0.1049,57.4,6.73333333333333,297.866666666667,81.6666666666667,0.5,15.1947783152262,19.9016666666667,241550,33441794.8204113,138.446676962995,32.3575503199869,1.29548550350973,-0.0000711167408830158,-0.0000712138700453436,-0.000071019611720688,-0.0000473356787950544,-0.0000475284221334599,-0.000047142935456649,0.0000711167408830158,0.0000473356787950544,46.5478909236354,161.520980601183,0.26148,10.991652091538,161.520980601102,0.000124159626132233,0.000279414168836619,0.063715056225021
"Ukraine","LM",4.64266785817242,5.08420982960071,1.45666666666667,0.149995362588375,3150.18748248383,6127.53943132576,1633.89898678065,0.0725859102415882,102.933777398489,20.8333333333333,0,5.96579456178004,7.83000024159749,95.8065641228544,94.6198724090563,6.69933334986369,6.49655333333333,8.46666666666667,6.57080333333333,5.46123,-1.05147433333333,-0.730633166666667,-0.0498582333333333,-0.5714562,-0.803110766666667,2.5,3.48986666666667,99.6,0.9,0.0266666666666667,59.3333333333333,9.1,99.9325378471887,68.689,603550,46081706.1117028,76.3510995140466,31.2291220702665,49.1488226084035,-0.0000639979013419779,-0.0000640583214435581,-0.0000639374812403977,-0.0000796972465452215,-0.0000798910628355728,-0.0000795034302548702,0.0000639979013419779,0.0000796972465452215,118.598045198282,1515.30094158237,0.35211,118.598045198402,1072.37736988626,0.000122696437385789,0.000299889459075128,0.0995805989748079
"Uzbekistan","LM",11.4287384669488,10.692978721052,2.54333333333333,0.0400171239112231,84.1419767822197,119.040342847117,24.474123980012,0.0959255228778467,1.60071264939705,25.1,0,8.93500860162706,5.06333335240682,99.0583620830221,96.4659062314596,4.91833337148031,7.24678333333333,22,7.26388333333333,6.84295,-1.323114,-0.7698157,-0.612965566666667,-1.56380766666667,-1.38400166666667,8.16666666666667,2.4895,100,0.166666666666667,0.0333333333333333,99,4.3,99.9948374430338,51.052,447400,29388714.086271,65.6877829375748,63.2036395282318,41.7486026646522,-0.0000734834190380374,-0.0000735616804246972,-0.0000734051576513776,-0.0000894812860909293,-0.0000895659676660186,-0.0000893966045158399,0.0000734834190380374,0.0000894812860909293,2.3476931397599,22.1264308402521,0.57557,1.19540637447067,22.1264308402565,0.000102713280639878,0.000185858675415808,0.0512569555933527
"Vanuatu","LM",13.9228565872067,14.7328503891203,4.01666666666667,0.0374281768149476,2281.040874784,3873.98583082547,561.65064302596,0.139724964255332,6.47297165796966,29.4,3.2,1.66129714277705,5.85833342870077,46.5128120030584,87.1883149422807,6.52833334604899,4.20267,1.9,4.26771,11.4510466666667,0.309403833333333,-0.246403733333333,1.195456,-0.716152033333333,0.274314633333333,6.1,0.15095,82.65,10.4666666666667,49.52,79.3333333333333,1.75,38.4385948181152,24.5613333333333,12190,253275.235880074,20.7772958064048,167.073751268227,-15.5426770575549,-0.0000787690441229062,-0.0000788665321922335,-0.0000786715560535788,-0.000142014496639955,-0.000142315218041091,-0.000141713775238819,0.0000787690441229062,0.000142014496639955,78.4766160207865,483.174027005174,0.55496,62.9538544206699,483.174027005124,0.000126228823731928,0.000284222528179296,0.115273100974655
"Vietnam","LM",6.68825243342049,6.01383631685678,2.08666666666667,0.0606318165273492,4012.60952179488,0,1075.02283342139,0.0969668514500818,73.2488787065545,29.3,0.7,12.2104389547422,1.04666664203008,72.850598292541,89.4574837658181,0.971333344777425,4.87513333333333,24.8666666666667,4.61478,19.6550266666667,-0.5862952,-0.2538315,0.201618333333333,-0.628028433333333,-0.5626285,12.9,0.891,91.9,0.4,0.34,95,2.25,98.8637110392253,31.083,330960.6640625,90773986.9646449,274.274247127758,106.285840797052,16.6579377532549,-0.0000468191739276638,-0.0000469581758818635,-0.000046680171973464,-0.0000621207397368553,-0.0000621956121324972,-0.0000620458673412134,0.0000468191739276638,0.0000621207397368553,104.241579393818,970.781254027572,0.26983,104.241579393849,970.184561757007,0.000122437670968034,0.00029798839386765,0.0970207028676647
"Yemen, Rep.","LM",20.0495831013669,23.0905481418496,5.21333333333333,0.0278646386238826,76.0419708785904,0,34.4483865329472,0.0393251837024072,4.35283575477787,38.5,9,13.5345942394892,13.0716663996379,54.0500777703088,55.854423310892,20.855666478475,2.09956333333333,0.3,2.70991666666667,38.678575,-1.22184266666667,-1.14598766666667,-2.42705833333333,-0.715258466666667,-1.213359,25.7333333333333,0.399266666666667,34.4,0.1,49.16,70.6666666666667,0.7,64.5361874898275,32.366,527970,25922870.59953,49.0991355560543,47.5350447585435,15.913231950143,-0.000125391024742121,-0.000125577855650723,-0.000125204193833518,-0.0002755670555545,-0.000276112978473635,-0.000275021132635365,0.000125391024742121,0.0002755670555545,1.35468912865968,33.0936974042875,1,1.35468912865968,33.0936974042875,0.000125391024742121,0.0002755670555545,0.0393251837024072
"Zambia","LM",21.4734357261877,37.3707370345418,5.21666666666667,0.0240435045247911,2318.22439818971,3403.57831589157,546.634381761977,0.14536255222232,15.7683689190398,45.2,31.6,7.16901928398432,10.4133330980937,25.4739290139423,56.3997302594994,10.116666952769,2.09956333333333,12.3333333333333,1.58982,39.1232366666667,-0.395565066666667,-0.662169066666667,0.562029233333333,-0.453952,-0.437291,48.8333333333333,0.128566666666667,59.4,12.8666666666667,166.72,80.6666666666667,2,23.7411034901937,39.8533333333333,752610,14164549.846672,18.8205708755824,27.7275919187606,-13.3950675535242,-0.0000907335143760151,-0.0000909217978491571,-0.0000905452309028731,-0.000117687555092078,-0.000118398747898809,-0.000116976362285347,0.0000907335143760151,0.000117687555092078,79.460168865391,467.174212896586,0.52586,60.7640782205809,467.174212896996,0.000126199040986023,0.000283914836543161,0.115096933188823
"Zimbabwe","L",22.884822917615,30.5961259967649,4.08333333333333,0.0292171815349734,1790.12197820404,0,457.126963143253,0.188879002861029,47.9413190724298,33.8,5.2,3.4111211321163,5.36600001653035,40.3482801860803,67.0001189866128,5.97800000508626,2.74291,15,2.79073,13.24295,-1.37959166666667,-1.406614,-0.942668166666667,-1.96469166666667,-1.74428233333333,41.7333333333333,0.0701,66.2,15.0333333333333,71.0966666666667,92.3333333333333,1.7,36.563978322347,33.015,390760,13212969.3317287,33.8135155382555,29.7885483718925,-18.9069879478588,-0.0000668181030778436,-0.0000669630102706395,-0.0000666731958850478,-0.0000799827653961838,-0.0000804138533213837,-0.0000795516774709839,0.0000668181030778436,0.0000799827653961838,86.341684979388,370.785278163865,0.36951,47.5720377503837,370.785278164072,0.000126019618454431,0.000282061185692271,0.113711499573993
